conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/S4.3.1,managing budgets or finances,,,released,2020-12-08T12:27:33.334Z,"Examples:
- Control financial resources
- Manage revenue
- Handle external financing","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Determining the distribution and availability financial assets and putting in place financial and administrative controls.,S4.3.1
SkillGroup,http://data.europa.eu/esco/skill/S4.3.2,managing human resources,,,released,,"Excludes:
- Delegate activities

Examples:
- Manage personnel
- Plan shifts of employees","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Determining the distribution and availability of people to accomplish organizational goals.,S4.3.2
SkillGroup,http://data.europa.eu/esco/skill/S4.3.3,allocating and controlling physical resources,,,released,,"Examples:
- Manage rail yard resources
- Ensure equipment availability
- Manage space utilisation","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Determining and controlling the distribution and availability of physical assets such as tools and equipment.,S4.3.3
SkillGroup,http://data.europa.eu/esco/skill/S4.4,performing administrative activities,administration,,released,,"Excludes:
- Record and process information","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.",S4.4
SkillGroup,http://data.europa.eu/esco/skill/S4.4.0,performing administrative activities,administration,,released,,"Excludes:
- Record and process information","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.",S4.4.0
SkillGroup,http://data.europa.eu/esco/skill/S4.4.1,administering human resources,,,released,,"Examples:
- Manage payroll","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Performing administrative and clerical tasks concerned with human resource administration.,S4.4.1
SkillGroup,http://data.europa.eu/esco/skill/S4.4.2,executing financial transactions,,,released,,"Examples:
- Issue sales invoices
- Operate cash register
- Issue purchase order","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Executing financial or commercial transactions such as issuing invoices for sales or issuing purchase orders.,S4.4.2
SkillGroup,http://data.europa.eu/esco/skill/S4.4.3,performing general clerical and administrative tasks,,,released,,"Examples:
- Perform clerical duties","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Performing general clerical and administrative tasks not involving administration of human resources, execution of financial transactions, or processing and transforming information or data.",S4.4.3
SkillGroup,http://data.europa.eu/esco/skill/S4.5,leading and motivating,leadership,,released,,"Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.",S4.5
SkillGroup,http://data.europa.eu/esco/skill/S4.5.0,leading and motivating,leadership,,released,2021-12-17T12:58:46.025Z,"Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.",S4.5.0
SkillGroup,http://data.europa.eu/esco/skill/S4.6,building and developing teams,managing teams,,released,,"Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.",S4.6
SkillGroup,http://data.europa.eu/esco/skill/S4.6.0,building and developing teams,managing teams,,released,,"Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.",S4.6.0
SkillGroup,http://data.europa.eu/esco/skill/S4.7,recruiting and hiring,recruiting,,released,,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Acquiring the right talent to achieve the organization's mission.,S4.7
SkillGroup,http://data.europa.eu/esco/skill/S4.7.0,recruiting and hiring,recruiting,,released,,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Acquiring the right talent to achieve the organization's mission.,S4.7.0
SkillGroup,http://data.europa.eu/esco/skill/S4.8,supervising people,,,released,,"Excludes:
- Define roles of team members
- Supervise children","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Assigning responsibilities to others and directing and monitoring their performance.,S4.8
SkillGroup,http://data.europa.eu/esco/skill/S4.8.0,supervising people,,,released,,"Excludes:
- Define roles of team members
- Supervise children","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Assigning responsibilities to others and directing and monitoring their performance.,S4.8.0
SkillGroup,http://data.europa.eu/esco/skill/S4.8.1,supervising a team or group,,,released,2020-12-08T09:58:50.546Z,"Excludes:
- Supervise children

Examples:
- Lead a team
- Manage sales teams
- Supervise crew","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Managing, leading or supervising the activities a team or group of workers or students.",S4.8.1
SkillGroup,http://data.europa.eu/esco/skill/S4.8.2,assigning work to others,,,released,2021-12-17T12:57:57.543Z,"Examples:
- Assign duties to employees
- Assign class work to students
- Delegate tasks","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Assigning specific tasks to workers or students.,S4.8.2
SkillGroup,http://data.europa.eu/esco/skill/S4.8.3,monitoring and evaluating the performance of individuals,,,released,2021-12-17T12:54:40.426Z,"Excludes:
- Supervise children

Examples:
- Monitor the quality of work 
- Perform classroom management
- Evaluate employees work
- Perform self-assessment","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Monitoring the behaviour or performance of workers, students or oneself to ensure that work is completed satisfactorily and to evaluate performance, capabilities and training needs.",S4.8.3
SkillGroup,http://data.europa.eu/esco/skill/S4.9,making decisions,,,released,2020-12-11T12:41:45.189Z,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Making a choice from several alternative possibilities.,S4.9
SkillGroup,http://data.europa.eu/esco/skill/S4.9.0,making decisions,,,released,2021-12-17T12:52:46.944Z,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Making a choice from several alternative possibilities.,S4.9.0
SkillGroup,http://data.europa.eu/esco/skill/S5,working with computers,digital skills,,released,,"Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.",S5
SkillGroup,http://data.europa.eu/esco/skill/S5.0,working with computers,digital skills,,released,2020-12-07T11:28:54.535Z,"Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.",S5.0
SkillGroup,http://data.europa.eu/esco/skill/S5.0.0,working with computers,digital skills,,released,2021-09-16T17:48:30.49Z,"Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.",S5.0.0
